Stock,EventD,ER_Date,ER_A/B,Div_Date,OptionEX,OView,Buy_%,Sell_%,C/P,Strike,StockV,Rank,Avg_Price,Volume,OIa,OI_Change,MillionD,MaxD,Huge
FB,180719.0,20180725.0,amc,,180720.0,Up,38.71,20.97,C,170.0,208.09,122.0,38.794000000000004,124.0,5777.0,-400.0,-1.5519999999999998,4.006,2---2
FB,180719.0,20180725.0,amc,,180720.0,Up,79.45,17.81,C,175.0,208.09,119.0,33.646,73.0,12484.0,-970.0,-3.264,4.006,2---2
NXPI,180719.0,20180731.0,amc,,180817.0,Up,17.79,81.91,P,95.0,103.54,109.0,4.065,11108.0,40786.0,9290.0,3.7769999999999997,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180817.0,Up,87.35,12.53,C,120.0,103.54,86.0,2.464,41025.0,31643.0,13141.0,3.237,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180817.0,Down,63.12,36.84,P,105.0,103.54,99.0,9.257,4346.0,36102.0,2534.0,2.346,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180817.0,Up,26.65,69.29,P,100.0,103.54,104.0,6.544,8710.0,38782.0,1436.0,0.94,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180727.0,Up,51.81,46.79,C,120.0,103.54,86.0,1.999,5018.0,4643.0,2851.0,0.57,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180817.0,Up,70.04,21.74,C,115.0,103.54,90.0,3.825,2557.0,41671.0,1352.0,0.517,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,190118.0,Down,83.66,14.37,P,105.0,103.54,99.0,11.163,508.0,40916.0,428.0,0.478,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180720.0,Up,59.64,37.83,C,110.0,103.54,94.0,0.823,9210.0,27756.0,4369.0,0.359,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180727.0,Down,97.07,2.64,P,100.0,103.54,104.0,5.853,682.0,2437.0,587.0,0.344,3.7769999999999997,1---2
NXPI,180719.0,20180731.0,amc,,180720.0,Up,14.14,85.44,P,102.0,103.54,102.0,1.48,2630.0,724.0,2059.0,0.305,3.7769999999999997,1---2
ROKU,180719.0,20180808.0,amc,,190118.0,Up,93.21,6.79,C,50.0,49.79,100.0,8.506,368.0,1144.0,367.0,0.312,3.653,1---2
ROKU,180719.0,20180808.0,amc,,180720.0,Up,69.12,29.41,C,36.0,49.79,138.0,13.940999999999999,68.0,1149.0,-236.0,-0.32899999999999996,3.653,1---2
ROKU,180719.0,20180808.0,amc,,180720.0,Down,15.63,84.38,C,40.0,49.79,124.0,10.036,64.0,4146.0,-364.0,-0.365,3.653,1---2
ROKU,180719.0,20180808.0,amc,,180817.0,Down,68.93,17.51,P,50.0,49.79,100.0,4.029,177.0,9397.0,-8458.0,-3.408,3.653,1---2
ROKU,180719.0,20180808.0,amc,,180817.0,Down,28.53,57.64,C,50.0,49.79,100.0,4.119,694.0,12781.0,-8869.0,-3.653,3.653,1---2
HUYA,180719.0,,,,190118.0,Up,9.09,83.33,P,70.0,35.49,51.0,39.727,132.0,516.0,118.0,0.469,3.259,1---2
HUYA,180719.0,,,,190118.0,Down,33.54,59.85,C,40.0,35.49,89.0,4.081,2087.0,7200.0,-1590.0,-0.649,3.259,1---2
HUYA,180719.0,,,,190118.0,Down,43.43,45.99,C,35.0,35.49,101.0,6.156000000000001,2853.0,7866.0,-1512.0,-0.9309999999999999,3.259,1---2
HUYA,180719.0,,,,190118.0,Up,78.6,10.14,C,25.0,35.49,142.0,12.562000000000001,444.0,1223.0,-782.0,-0.982,3.259,1---2
HUYA,180719.0,,,,190118.0,Up,24.89,63.73,P,35.0,35.49,101.0,9.236,4351.0,5014.0,-1982.0,-1.831,3.259,1---2
HUYA,180719.0,,,,190118.0,Up,23.42,64.41,P,40.0,35.49,89.0,13.418,4223.0,5487.0,-2429.0,-3.259,3.259,1---2
JPM,180719.0,20181012.0,bmo,,180921.0,Down,93.21,3.1,P,110.0,109.89,100.0,2.918,11142.0,7186.0,10659.0,3.11,3.11,1---2
JPM,180719.0,20181012.0,bmo,,180921.0,Down,4.18,95.21,C,110.0,109.89,100.0,3.575,10699.0,18694.0,5327.0,1.9040000000000001,3.11,1---2
JPM,180719.0,20181012.0,bmo,,190118.0,Down,73.23,21.77,P,105.0,109.89,105.0,3.924,2462.0,9335.0,1619.0,0.635,3.11,1---2
JPM,180719.0,20181012.0,bmo,,190118.0,Down,17.22,73.21,C,120.0,109.89,92.0,2.296,2184.0,16972.0,1816.0,0.41700000000000004,3.11,1---2
JPM,180719.0,20181012.0,bmo,,190118.0,Up,26.45,42.45,P,110.0,109.89,100.0,5.81,1206.0,7544.0,624.0,0.363,3.11,1---2
IQ,180719.0,20180731.0,amc,,190118.0,Down,99.17,0.44,P,22.5,32.65,145.0,1.57,2521.0,1406.0,2521.0,0.396,2.984,1---2
IQ,180719.0,20180731.0,amc,,180921.0,Up,41.97,52.74,P,35.0,32.65,93.0,5.031000000000001,1077.0,15532.0,-687.0,-0.34600000000000003,2.984,1---2
IQ,180719.0,20180731.0,amc,,180720.0,Down,86.36,8.83,P,40.0,32.65,82.0,5.775,623.0,7952.0,-5168.0,-2.984,2.984,1---2
AFL,180719.0,20180726.0,amc,,190118.0,Up,100.0,0.0,C,33.75,42.89,127.0,9.67,3010.0,25704.0,3010.0,2.911,2.911,1---1
GS,180719.0,20181016.0,bmo,20180829.0,180817.0,Down,83.55,16.24,P,230.0,229.63,100.0,4.371,6773.0,4784.0,6530.0,2.8539999999999996,2.8539999999999996,1---1
GS,180719.0,20181016.0,bmo,20180829.0,180817.0,Up,75.95,23.73,C,230.0,229.63,100.0,4.9719999999999995,7051.0,7407.0,4161.0,2.069,2.8539999999999996,1---1
GS,180719.0,20181016.0,bmo,20180829.0,180921.0,Down,27.92,58.87,C,210.0,229.63,109.0,21.666999999999998,265.0,160.0,201.0,0.436,2.8539999999999996,1---1
GE,180719.0,20180720.0,bmo,,190118.0,Down,100.0,0.0,P,16.0,13.73,86.0,2.68,10000.0,10479.0,10431.0,2.7960000000000003,2.7960000000000003,1---2
GE,180719.0,20180720.0,bmo,,200117.0,Up,13.7,86.3,P,13.0,13.73,106.0,1.383,8138.0,131456.0,7111.0,0.983,2.7960000000000003,1---2
GE,180719.0,20180720.0,bmo,,180921.0,Up,77.78,22.08,C,15.0,13.73,92.0,0.22399999999999998,56995.0,113185.0,15421.0,0.345,2.7960000000000003,1---2
GE,180719.0,20180720.0,bmo,,190621.0,Up,7.27,91.0,P,12.0,13.73,114.0,0.691,5568.0,28381.0,4631.0,0.32,2.7960000000000003,1---2
GE,180719.0,20180720.0,bmo,,200117.0,Down,29.4,65.97,C,13.0,13.73,106.0,2.276,3265.0,65096.0,1380.0,0.314,2.7960000000000003,1---2
ESRX,180719.0,20180801.0,amc,,180817.0,Down,91.32,8.68,P,75.0,76.73,102.0,2.449,1969.0,2464.0,1733.0,0.424,2.52,1---2
ESRX,180719.0,20180801.0,amc,,190118.0,Down,91.49,8.51,P,65.0,76.73,118.0,3.825,905.0,20007.0,-6589.0,-2.52,2.52,1---2
TSLA,180719.0,20180801.0,amc,,200117.0,Up,0.28,99.72,P,300.0,320.23,107.0,69.0,353.0,4304.0,351.0,2.4219999999999997,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,200117.0,Up,3.21,96.79,P,270.0,320.23,119.0,54.793,312.0,3159.0,302.0,1.655,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190621.0,Up,100.0,0.0,C,400.0,320.23,80.0,32.25,500.0,760.0,488.0,1.574,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Down,31.41,58.88,C,320.0,320.23,100.0,19.017,1143.0,1928.0,644.0,1.225,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190621.0,Down,99.8,0.2,P,250.0,320.23,128.0,33.65,501.0,993.0,301.0,1.013,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,181019.0,Down,3.68,96.32,C,320.0,320.23,100.0,30.326,353.0,563.0,331.0,1.004,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Up,100.0,0.0,C,260.0,320.23,123.0,62.763000000000005,154.0,276.0,135.0,0.847,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190315.0,Down,0.0,100.0,C,370.0,320.23,87.0,29.772,210.0,1417.0,210.0,0.625,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Up,93.45,6.55,C,285.0,320.23,112.0,40.019,168.0,242.0,144.0,0.5760000000000001,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190315.0,Down,3.33,95.24,C,380.0,320.23,84.0,26.819000000000003,210.0,1060.0,210.0,0.563,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190118.0,Up,43.48,16.52,C,370.0,320.23,87.0,23.311,230.0,2835.0,230.0,0.536,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,190118.0,Down,43.7,56.3,C,380.0,320.23,84.0,20.791999999999998,238.0,4163.0,233.0,0.484,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Down,76.85,21.7,P,315.0,320.23,102.0,18.026,553.0,2181.0,265.0,0.478,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Up,73.44,20.57,C,315.0,320.23,102.0,21.47,418.0,1360.0,210.0,0.451,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180727.0,Up,38.79,57.94,P,315.0,320.23,102.0,7.728,1436.0,532.0,569.0,0.44,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180727.0,Down,62.41,35.27,P,300.0,320.23,107.0,2.781,2583.0,2245.0,1163.0,0.32299999999999995,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180727.0,Down,27.7,70.22,C,317.5,320.23,101.0,9.17,769.0,170.0,347.0,0.318,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Down,80.0,20.0,P,347.5,320.23,92.0,27.82,15.0,466.0,-140.0,-0.389,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Down,3.36,96.64,C,285.0,320.23,112.0,32.5,238.0,962.0,-129.0,-0.419,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Down,16.67,75.0,C,280.0,320.23,114.0,38.348,36.0,838.0,-110.0,-0.42200000000000004,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Up,100.0,0.0,C,260.0,320.23,123.0,62.753,151.0,313.0,-69.0,-0.433,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180817.0,Down,23.58,72.39,C,350.0,320.23,91.0,8.042,547.0,5345.0,-622.0,-0.5,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Down,20.0,0.0,P,380.0,320.23,84.0,63.465,10.0,267.0,-88.0,-0.5579999999999999,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Down,40.91,31.82,P,355.0,320.23,90.0,37.394,22.0,826.0,-163.0,-0.61,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Up,8.7,82.61,P,370.0,320.23,87.0,50.751000000000005,23.0,538.0,-204.0,-1.035,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Up,29.63,70.37,P,365.0,320.23,88.0,44.808,27.0,542.0,-305.0,-1.367,2.4219999999999997,2---2
TSLA,180719.0,20180801.0,amc,,180720.0,Up,37.5,62.5,P,360.0,320.23,89.0,41.385,72.0,2393.0,-473.0,-1.9580000000000002,2.4219999999999997,2---2
PLCE,180719.0,20180807.0,bmo,,180817.0,Up,99.43,0.54,C,130.0,128.05,99.0,5.239,6542.0,27.0,3418.0,1.791,2.1590000000000003,1---2
PLCE,180719.0,20180807.0,bmo,,180817.0,Up,50.02,49.98,C,120.0,128.05,107.0,10.299000000000001,5024.0,2544.0,-2096.0,-2.1590000000000003,2.1590000000000003,1---2
CAT,180719.0,20180730.0,bmo,20180719.0,180817.0,Up,15.59,79.03,P,135.0,139.42,103.0,2.44,5017.0,8232.0,4495.0,1.097,2.061,1---2
CAT,180719.0,20180730.0,bmo,20180719.0,181116.0,Up,67.66,25.06,C,150.0,139.42,93.0,4.612,1580.0,5485.0,1458.0,0.672,2.061,1---2
CAT,180719.0,20180730.0,bmo,20180719.0,180720.0,Up,15.79,82.11,P,150.0,139.42,93.0,10.128,285.0,3293.0,-810.0,-0.82,2.061,1---2
CAT,180719.0,20180730.0,bmo,20180719.0,180720.0,Up,35.54,55.51,P,145.0,139.42,96.0,4.843,4736.0,11814.0,-4256.0,-2.061,2.061,1---2
PZZA,180719.0,20180730.0,amc,,181019.0,Up,99.56,0.44,C,55.0,51.0,93.0,2.74,7546.0,289.0,7498.0,2.0540000000000003,2.0540000000000003,1---2
PZZA,180719.0,20180730.0,amc,,180817.0,Up,0.2,99.8,P,55.0,51.0,93.0,3.945,1008.0,2156.0,-766.0,-0.302,2.0540000000000003,1---2
GGB,180719.0,,,,180921.0,Down,0.02,0.0,P,4.0,4.09,102.0,0.308,65840.0,2972.0,65828.0,2.024,2.024,1---1
GGB,180719.0,,,,180921.0,Up,0.02,0.0,C,4.0,4.09,102.0,0.313,60012.0,582.0,60012.0,1.88,2.024,1---1
CLF,180719.0,20180720.0,bmo,,180817.0,Up,99.18,0.73,C,7.0,8.84,126.0,1.881,10987.0,1603.0,10761.0,2.024,2.024,1---1
CLF,180719.0,20180720.0,bmo,,180720.0,Up,98.89,1.11,C,7.0,8.84,126.0,1.744,10924.0,14599.0,-10620.0,-1.8519999999999999,2.024,1---1
GOOGL,180719.0,20180723.0,amc,,200117.0,Up,10.73,89.27,P,1150.0,1199.1,104.0,98.387,205.0,63.0,203.0,1.9969999999999999,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180727.0,Down,37.32,60.14,C,1100.0,1199.1,109.0,105.36399999999999,276.0,90.0,126.0,1.328,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180817.0,Down,3.09,68.34,C,1310.0,1199.1,92.0,5.57,1617.0,102.0,1519.0,0.846,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,190118.0,Down,34.17,65.83,C,1200.0,1199.1,100.0,89.68,120.0,2364.0,56.0,0.502,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,190118.0,Down,14.63,80.49,C,1100.0,1199.1,109.0,152.388,41.0,1197.0,32.0,0.488,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180727.0,Up,51.68,41.83,C,1200.0,1199.1,100.0,32.192,447.0,618.0,127.0,0.409,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,181221.0,Down,0.0,69.57,C,1090.0,1199.1,110.0,154.276,23.0,34.0,23.0,0.355,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180720.0,Down,43.09,55.28,C,1170.0,1199.1,102.0,33.238,123.0,2711.0,-97.0,-0.322,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180720.0,Up,53.22,34.19,C,1205.0,1199.1,100.0,5.312,2129.0,1314.0,-659.0,-0.35,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180720.0,Up,46.23,40.59,C,1202.5,1199.1,100.0,5.739,1791.0,1095.0,-619.0,-0.355,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180720.0,Up,72.21,27.37,C,1180.0,1199.1,102.0,23.858,1202.0,3576.0,-179.0,-0.42700000000000005,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,190118.0,Up,100.0,0.0,C,1080.0,1199.1,111.0,168.28,30.0,356.0,-30.0,-0.505,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180817.0,Up,80.7,19.3,C,1195.0,1199.1,100.0,43.333999999999996,171.0,373.0,-142.0,-0.615,1.9969999999999999,2---2
GOOGL,180719.0,20180723.0,amc,,180727.0,Up,94.81,5.19,C,1160.0,1199.1,103.0,55.628,289.0,804.0,-164.0,-0.912,1.9969999999999999,2---2
COP,180719.0,20180726.0,bmo,,180720.0,Down,40.61,49.65,C,65.0,69.69,107.0,4.882,719.0,673.0,-631.0,-0.308,1.973,1---2
COP,180719.0,20180726.0,bmo,,180817.0,Up,100.0,0.0,C,52.5,69.69,133.0,17.55,200.0,224.0,-221.0,-0.38799999999999996,1.973,1---2
COP,180719.0,20180726.0,bmo,,180817.0,Up,100.0,0.0,C,60.0,69.69,116.0,9.86,36.0,2045.0,-2001.0,-1.973,1.973,1---2
W,180719.0,20180802.0,bmo,,180817.0,Down,99.91,0.09,P,125.0,125.61,100.0,9.183,2136.0,3085.0,2134.0,1.96,1.96,1---2
W,180719.0,20180802.0,bmo,,180817.0,Up,12.02,87.93,P,115.0,125.61,109.0,5.242000000000001,2130.0,2871.0,-663.0,-0.348,1.96,1---2
UAA,180719.0,20180726.0,bmo,,200117.0,Up,100.0,0.0,C,20.0,22.1,110.0,5.487,3436.0,1820.0,3436.0,1.885,1.885,1---2
MS,180719.0,20181015.0,bmo,,181019.0,Up,72.08,19.22,C,52.5,49.85,95.0,1.252,17010.0,6202.0,14475.0,1.8119999999999998,1.8119999999999998,1---2
MS,180719.0,20181015.0,bmo,,181019.0,Down,4.61,90.15,C,55.0,49.85,91.0,0.535,15508.0,10173.0,12698.0,0.679,1.8119999999999998,1---2
MS,180719.0,20181015.0,bmo,,180817.0,Up,48.5,38.38,C,50.0,49.85,100.0,1.285,5755.0,15267.0,3307.0,0.425,1.8119999999999998,1---2
MS,180719.0,20181015.0,bmo,,181019.0,Down,3.11,92.22,C,57.5,49.85,87.0,0.21600000000000003,15877.0,1318.0,14788.0,0.32,1.8119999999999998,1---2
GLD,180719.0,,,,180817.0,Down,61.89,37.07,P,118.0,115.81,98.0,2.9130000000000003,3267.0,21524.0,3049.0,0.888,1.796,2---2
GLD,180719.0,,,,190621.0,Down,0.0,100.0,C,118.0,115.81,98.0,5.34,1250.0,94.0,1195.0,0.638,1.796,2---2
GLD,180719.0,,,,181221.0,Up,99.07,0.79,C,118.0,115.81,98.0,3.0189999999999997,2143.0,811.0,2058.0,0.621,1.796,2---2
GLD,180719.0,,,,180817.0,Up,52.83,41.14,C,115.0,115.81,101.0,1.9609999999999999,7555.0,2907.0,3009.0,0.59,1.796,2---2
GLD,180719.0,,,,180921.0,Down,0.1,36.48,C,111.0,115.81,104.0,5.379,954.0,393.0,605.0,0.325,1.796,2---2
GLD,180719.0,,,,180817.0,Down,10.0,77.0,C,100.0,115.81,116.0,15.652999999999999,200.0,20.0,200.0,0.313,1.796,2---2
GLD,180719.0,,,,180817.0,Up,3.72,95.2,P,114.0,115.81,102.0,0.772,5353.0,4570.0,4013.0,0.31,1.796,2---2
GLD,180719.0,,,,180817.0,Up,50.03,45.18,C,116.0,115.81,100.0,1.315,5409.0,22450.0,2315.0,0.304,1.796,2---2
GLD,180719.0,,,,180720.0,Down,65.94,33.4,P,120.0,115.81,97.0,4.702,4836.0,6645.0,-3819.0,-1.796,1.796,2---2
T,180719.0,20180724.0,amc,,190621.0,Down,99.17,0.51,P,30.0,31.27,104.0,1.906,10917.0,12792.0,9086.0,1.732,1.732,1---2
T,180719.0,20180724.0,amc,,190621.0,Down,1.6,5.3,C,35.0,31.27,89.0,0.932,10790.0,14891.0,10577.0,0.985,1.732,1---2
T,180719.0,20180724.0,amc,,180817.0,Up,71.0,25.62,C,32.0,31.27,98.0,0.52,12809.0,17767.0,11951.0,0.621,1.732,1---2
T,180719.0,20180724.0,amc,,190118.0,Up,46.94,40.04,C,30.0,31.27,104.0,2.476,2188.0,11509.0,1981.0,0.49,1.732,1---2
SQ,180719.0,20180731.0,amc,,180817.0,Down,80.26,10.26,P,70.0,70.32,100.0,3.595,5685.0,12734.0,4728.0,1.7,1.7,1---2
SQ,180719.0,20180731.0,amc,,200117.0,Up,86.44,13.56,C,40.0,70.32,176.0,34.683,118.0,1277.0,118.0,0.409,1.7,1---2
SQ,180719.0,20180731.0,amc,,180727.0,Up,48.51,50.55,P,70.0,70.32,100.0,1.413,6178.0,67.0,2758.0,0.39,1.7,1---2
SQ,180719.0,20180731.0,amc,,190118.0,Up,86.54,8.69,C,60.0,70.32,117.0,15.257,587.0,6665.0,-209.0,-0.319,1.7,1---2
SQ,180719.0,20180731.0,amc,,180720.0,Down,21.87,66.29,C,60.0,70.32,117.0,10.504000000000001,1326.0,9466.0,-920.0,-0.966,1.7,1---2
XOM,180719.0,20180727.0,bmo,,180817.0,Up,19.28,79.37,P,85.0,82.01,96.0,4.151,5312.0,3347.0,4061.0,1.686,1.686,1---2
XOM,180719.0,20180727.0,bmo,,180720.0,Down,3.85,96.15,C,75.0,82.01,109.0,7.153,26.0,2337.0,-457.0,-0.327,1.686,1---2
DAL,180719.0,20181009.0,bmo,20180725.0,180817.0,Up,82.25,14.76,C,52.5,53.0,101.0,1.4769999999999999,21402.0,3688.0,11312.0,1.671,1.671,1---2
DAL,180719.0,20181009.0,bmo,20180725.0,180720.0,Down,0.0,100.0,C,49.0,53.0,108.0,3.8310000000000004,4896.0,6648.0,-1401.0,-0.537,1.671,1---2
GD,180719.0,20180725.0,bmo,,180817.0,Up,0.04,99.96,P,185.0,194.35,105.0,1.653,10013.0,222.0,9963.0,1.6469999999999998,1.6469999999999998,1---1
PLNT,180719.0,,,,180817.0,Down,17.06,0.25,P,50.0,48.76,98.0,3.352,6121.0,5605.0,4880.0,1.636,1.636,2---2
PLNT,180719.0,,,,180817.0,Up,0.16,99.84,P,45.0,48.76,108.0,1.162,10078.0,10357.0,10084.0,1.172,1.636,2---2
PLNT,180719.0,,,,180817.0,Down,0.81,16.7,C,55.0,48.76,89.0,0.7879999999999999,6061.0,5442.0,4839.0,0.381,1.636,2---2
PLNT,180719.0,,,,180817.0,Down,25.53,74.24,C,50.0,48.76,98.0,2.234,1778.0,6292.0,1377.0,0.308,1.636,2---2
NVDA,180719.0,20180816.0,amc,,180817.0,Down,68.2,26.54,P,250.0,252.03,101.0,10.072000000000001,1846.0,7355.0,1574.0,1.585,1.585,2---2
NVDA,180719.0,20180816.0,amc,,190118.0,Down,98.66,1.02,P,200.0,252.03,126.0,6.51,1859.0,16382.0,1397.0,0.909,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180817.0,Down,24.9,71.18,C,250.0,252.03,101.0,12.255999999999998,2040.0,10590.0,667.0,0.8170000000000001,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180921.0,Down,64.58,24.58,P,225.0,252.03,112.0,5.332999999999999,1725.0,2796.0,1237.0,0.66,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180831.0,Down,98.27,1.73,P,230.0,252.03,110.0,4.835,1328.0,2563.0,1179.0,0.57,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180817.0,Down,45.07,47.86,C,255.0,252.03,99.0,9.82,1005.0,3861.0,477.0,0.46799999999999997,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180921.0,Up,37.37,50.0,P,230.0,252.03,110.0,6.541,1734.0,4983.0,714.0,0.467,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180824.0,Down,99.75,0.25,P,250.0,252.03,101.0,11.128,405.0,27.0,400.0,0.445,1.585,2---2
NVDA,180719.0,20180816.0,amc,,180921.0,Down,11.96,88.04,C,240.0,252.03,105.0,22.318,301.0,4574.0,-192.0,-0.428,1.585,2---2
JD,180719.0,20180813.0,bmo,,180817.0,Down,61.84,5.26,P,38.0,36.88,97.0,2.002,304.0,38106.0,7866.0,1.575,1.575,2---2
JD,180719.0,20180813.0,bmo,,180817.0,Up,44.84,36.47,C,38.0,36.88,97.0,1.064,979.0,35657.0,8208.0,0.873,1.575,2---2
JD,180719.0,20180813.0,bmo,,190118.0,Up,0.03,99.97,P,34.0,36.88,108.0,1.905,3001.0,19977.0,3001.0,0.5720000000000001,1.575,2---2
JD,180719.0,20180813.0,bmo,,180727.0,Down,31.42,7.54,P,36.0,36.88,102.0,0.311,14177.0,294.0,13010.0,0.40399999999999997,1.575,2---2
JD,180719.0,20180813.0,bmo,,181221.0,Down,17.15,67.32,C,50.0,36.88,74.0,0.478,8042.0,10872.0,7998.0,0.38299999999999995,1.575,2---2
JD,180719.0,20180813.0,bmo,,180727.0,Down,98.1,1.69,P,38.0,36.88,97.0,1.3559999999999999,2846.0,530.0,2497.0,0.33899999999999997,1.575,2---2
JD,180719.0,20180813.0,bmo,,180720.0,Down,58.54,33.25,P,38.0,36.88,97.0,1.035,779.0,32611.0,-6050.0,-0.626,1.575,2---2
F,180719.0,20180725.0,amc,,190118.0,Up,0.0,100.0,P,12.0,10.82,90.0,1.57,10000.0,4052.0,10000.0,1.57,1.57,2---2
F,180719.0,20180725.0,amc,,180817.0,Up,94.34,5.41,C,10.0,10.82,108.0,0.8270000000000001,5179.0,10539.0,4607.0,0.381,1.57,2---2
F,180719.0,20180725.0,amc,,180720.0,Down,29.61,65.62,C,10.0,10.82,108.0,0.816,18855.0,5587.0,-5485.0,-0.447,1.57,2---2
XLY,180719.0,,,,180921.0,Down,47.09,39.05,P,112.0,112.65,101.0,2.144,9254.0,686.0,7115.0,1.525,1.525,1---1
SNAP,180719.0,20180807.0,amc,,180817.0,Up,1.76,97.78,P,15.0,13.43,90.0,2.151,8102.0,9523.0,-7033.0,-1.5130000000000001,1.5130000000000001,1---2
GILD,180719.0,20180725.0,amc,,180810.0,Up,99.83,0.08,C,80.0,77.05,96.0,1.297,18148.0,946.0,9781.0,1.268,1.446,2---2
GILD,180719.0,20180725.0,amc,,180720.0,Up,58.73,39.68,C,70.0,77.05,110.0,6.877999999999999,63.0,9630.0,-552.0,-0.38,1.446,2---2
GILD,180719.0,20180725.0,amc,,180720.0,Down,0.83,98.97,C,72.5,77.05,106.0,4.631,5037.0,9381.0,-3122.0,-1.446,1.446,2---2
BKNG,180719.0,20180808.0,amc,,181019.0,Down,0.0,100.0,C,2030.0,2010.6,99.0,89.0,60.0,17.0,59.0,0.525,1.345,1---2
BKNG,180719.0,20180808.0,amc,,180817.0,Up,0.0,100.0,P,1940.0,2010.6,104.0,36.49,3.0,242.0,-99.0,-0.361,1.345,1---2
BKNG,180719.0,20180808.0,amc,,180720.0,Up,16.67,83.33,P,2050.0,2010.6,98.0,35.21,30.0,228.0,-149.0,-0.525,1.345,1---2
BKNG,180719.0,20180808.0,amc,,180720.0,Up,12.38,87.62,P,2070.0,2010.6,97.0,56.98,210.0,268.0,-236.0,-1.345,1.345,1---2
CTB,180719.0,20180802.0,bmo,,181116.0,Down,97.35,2.65,P,23.0,25.8,112.0,1.079,12785.0,25.0,11975.0,1.2930000000000001,1.2930000000000001,1---1
AXP,180719.0,20181016.0,amc,,200117.0,Down,41.04,47.4,C,95.0,100.17,105.0,14.917,865.0,166.0,864.0,1.2890000000000001,1.2890000000000001,1---1
AXP,180719.0,20181016.0,amc,,181019.0,Down,44.43,46.97,C,100.0,100.17,100.0,4.176,1105.0,2718.0,739.0,0.309,1.2890000000000001,1---1
AXP,180719.0,20181016.0,amc,,200117.0,Down,100.0,0.0,P,150.0,100.17,67.0,50.2,10.0,70.0,-65.0,-0.326,1.2890000000000001,1---1
UPS,180719.0,20180725.0,bmo,,180727.0,Up,87.26,8.81,C,113.0,112.84,100.0,1.646,6381.0,896.0,3363.0,0.5529999999999999,1.24,1---2
UPS,180719.0,20180725.0,bmo,,180727.0,Up,76.19,23.33,C,110.0,112.84,103.0,3.1719999999999997,5839.0,5937.0,-3910.0,-1.24,1.24,1---2
