Stock,EventD,OptionEX,C/P,Strike,Avg_Price,Volume,OIa,OI_Change,MillionD,Buy_%,Sell_%,ER_Date,ER_A/B,Div_Date,StockV,Rank,MaxD,Huge,OView
NFLX,180719,180720,P,375.0,7.328,4924,6498,-420,-0.308,54.75,39.07,20181015,amc,,364.23,97.0,8.368,2---2,Down
NFLX,180719,200117,P,350.0,53.976,70,447,56,0.302,62.86,10.00,20181015,amc,,364.23,104.0,8.368,2---2,Down
NFLX,180719,180921,P,325.0,5.931,766,494,513,0.304,63.45,31.46,20181015,amc,,364.23,112.0,8.368,2---2,Down
NFLX,180719,181019,P,340.0,16.548,217,184,187,0.309,85.25,14.75,20181015,amc,,364.23,107.0,8.368,2---2,Down
NFLX,180719,180921,P,370.0,21.263,331,3183,148,0.315,59.21,25.68,20181015,amc,,364.23,98.0,8.368,2---2,Down
NFLX,180719,190118,C,380.0,37.701,223,1507,86,0.324,67.26,30.04,20181015,amc,,364.23,96.0,8.368,2---2,Up
NFLX,180719,181019,C,430.0,9.497,354,29,350,0.332,0.85,99.15,20181015,amc,,364.23,85.0,8.368,2---2,Down
NFLX,180719,180817,C,340.0,30.58,320,623,109,0.333,70.31,29.69,20181015,amc,,364.23,107.0,8.368,2---2,Up
NFLX,180719,180727,C,375.0,5.571,2884,1019,623,0.347,38.66,52.43,20181015,amc,,364.23,97.0,8.368,2---2,Down
NFLX,180719,180720,C,360.0,8.192,3265,9163,431,0.353,41.47,55.22,20181015,amc,,364.23,101.0,8.368,2---2,Down
NFLX,180719,180921,P,350.0,12.53,432,3834,285,0.357,25.69,67.13,20181015,amc,,364.23,104.0,8.368,2---2,Up
NFLX,180719,180921,C,375.0,19.843,222,640,181,0.359,28.83,69.37,20181015,amc,,364.23,97.0,8.368,2---2,Down
NFLX,180719,181019,C,365.0,31.102,130,55,116,0.361,26.15,72.31,20181015,amc,,364.23,100.0,8.368,2---2,Down
NFLX,180719,181221,P,400.0,53.45,79,650,71,0.379,70.89,16.46,20181015,amc,,364.23,91.0,8.368,2---2,Down
NFLX,180719,180921,P,345.0,11.24,409,395,342,0.384,62.35,35.45,20181015,amc,,364.23,106.0,8.368,2---2,Down
NFLX,180719,180720,C,367.5,3.113,6491,1363,1243,0.387,43.06,50.33,20181015,amc,,364.23,99.0,8.368,2---2,Down
NFLX,180719,180720,C,370.0,2.735,15829,4777,1443,0.395,48.47,46.72,20181015,amc,,364.23,98.0,8.368,2---2,Up
NFLX,180719,190621,P,310.0,25.63,157,586,156,0.4,1.27,98.73,20181015,amc,,364.23,117.0,8.368,2---2,Up
NFLX,180719,180921,P,365.0,20.107,642,396,202,0.406,62.93,12.15,20181015,amc,,364.23,100.0,8.368,2---2,Down
NFLX,180719,180817,C,380.0,9.994,1612,17085,418,0.418,23.33,70.47,20181015,amc,,364.23,96.0,8.368,2---2,Down
NFLX,180719,180921,P,330.0,7.001,1101,2246,600,0.42,53.68,40.51,20181015,amc,,364.23,110.0,8.368,2---2,Down
NFLX,180719,180727,P,415.0,47.81,121,280,90,0.43,91.74,5.79,20181015,amc,,364.23,88.0,8.368,2---2,Down
NFLX,180719,180817,P,360.0,10.686,1340,2231,429,0.458,27.54,45.60,20181015,amc,,364.23,101.0,8.368,2---2,Up
NFLX,180719,190118,P,320.0,17.985,344,1542,257,0.462,73.26,26.74,20181015,amc,,364.23,114.0,8.368,2---2,Down
NFLX,180719,190118,C,370.0,41.608,278,2794,113,0.47,34.53,45.68,20181015,amc,,364.23,98.0,8.368,2---2,Down
NFLX,180719,190621,C,380.0,56.631,92,220,84,0.476,2.17,97.83,20181015,amc,,364.23,96.0,8.368,2---2,Down
NFLX,180719,180817,P,370.0,14.554,1331,19749,327,0.476,64.31,26.67,20181015,amc,,364.23,98.0,8.368,2---2,Down
NFLX,180719,180720,C,375.0,1.685,18601,3938,3197,0.539,48.90,45.95,20181015,amc,,364.23,97.0,8.368,2---2,Up
NFLX,180719,180720,C,362.5,5.947,1685,570,944,0.561,31.87,60.59,20181015,amc,,364.23,100.0,8.368,2---2,Down
NFLX,180719,181019,C,250.0,125.057,58,10,49,0.613,96.55,3.45,20181015,amc,,364.23,146.0,8.368,2---2,Up
NFLX,180719,180817,C,365.0,15.496,1821,1545,431,0.668,51.67,43.27,20181015,amc,,364.23,100.0,8.368,2---2,Up
NFLX,180719,180817,C,375.0,11.721,1513,6192,600,0.703,58.63,34.96,20181015,amc,,364.23,97.0,8.368,2---2,Up
NFLX,180719,180727,C,370.0,6.704,2819,1059,1054,0.707,46.79,38.24,20181015,amc,,364.23,98.0,8.368,2---2,Up
NFLX,180719,180817,P,365.0,12.662,1235,2114,574,0.727,47.69,44.86,20181015,amc,,364.23,100.0,8.368,2---2,Down
NFLX,180719,180720,C,365.0,4.09,8066,3741,2033,0.831,50.01,42.65,20181015,amc,,364.23,100.0,8.368,2---2,Up
NFLX,180719,180817,P,380.0,20.512,213,17228,406,0.833,57.75,39.91,20181015,amc,,364.23,96.0,8.368,2---2,Down
NFLX,180719,181116,P,340.0,18.436,527,20,454,0.837,0.76,97.34,20181015,amc,,364.23,107.0,8.368,2---2,Up
NFLX,180719,180817,C,370.0,14.351,1929,21949,609,0.874,36.29,59.88,20181015,amc,,364.23,98.0,8.368,2---2,Down
NFLX,180719,180817,P,510.0,139.878,81,89,66,0.923,0.00,13.58,20181015,amc,,364.23,71.0,8.368,2---2,Up
NFLX,180719,181019,C,450.0,7.007,1625,76,1451,1.017,83.26,13.78,20181015,amc,,364.23,81.0,8.368,2---2,Up
NFLX,180719,180921,C,370.0,22.272,1020,1873,465,1.036,63.63,33.04,20181015,amc,,364.23,98.0,8.368,2---2,Up
NFLX,180719,190118,C,390.0,33.768,460,1548,322,1.087,81.74,16.74,20181015,amc,,364.23,93.0,8.368,2---2,Up
NFLX,180719,180727,C,250.0,118.626,97,23,92,1.091,36.08,47.42,20181015,amc,,364.23,146.0,8.368,2---2,Down
NFLX,180719,190621,C,390.0,53.638,226,1064,207,1.11,97.35,2.65,20181015,amc,,364.23,93.0,8.368,2---2,Up
NFLX,180719,181019,C,375.0,27.882,606,155,527,1.469,85.97,13.20,20181015,amc,,364.23,97.0,8.368,2---2,Up
NFLX,180719,180817,P,570.0,199.141,137,145,77,1.533,41.61,58.39,20181015,amc,,364.23,64.0,8.368,2---2,Up
NKE,180719,180720,C,62.5,14.283,6,1321,-504,-0.72,50.00,33.33,20180924,amc,,76.95,123.0,0.72,1---1,Up
NKE,180719,180720,C,70.0,7.16,1372,7381,-488,-0.349,96.43,3.21,20180924,amc,,76.95,110.0,0.72,1---1,Up
NKE,180719,180720,C,65.0,11.814,23,2795,-279,-0.33,8.70,91.30,20180924,amc,,76.95,118.0,0.72,1---1,Down
NVDA,180719,180921,C,240.0,22.318,301,4574,-192,-0.428,11.96,88.04,20180816,amc,,252.03,105.0,1.585,2---2,Down
NVDA,180719,180824,P,250.0,11.128,405,27,400,0.445,99.75,0.25,20180816,amc,,252.03,101.0,1.585,2---2,Down
NVDA,180719,180921,P,230.0,6.541,1734,4983,714,0.467,37.37,50.00,20180816,amc,,252.03,110.0,1.585,2---2,Up
NVDA,180719,180817,C,255.0,9.82,1005,3861,477,0.468,45.07,47.86,20180816,amc,,252.03,99.0,1.585,2---2,Down
NVDA,180719,180831,P,230.0,4.835,1328,2563,1179,0.57,98.27,1.73,20180816,amc,,252.03,110.0,1.585,2---2,Down
NVDA,180719,180921,P,225.0,5.333,1725,2796,1237,0.66,64.58,24.58,20180816,amc,,252.03,112.0,1.585,2---2,Down
NVDA,180719,180817,C,250.0,12.256,2040,10590,667,0.817,24.90,71.18,20180816,amc,,252.03,101.0,1.585,2---2,Down
NVDA,180719,190118,P,200.0,6.51,1859,16382,1397,0.909,98.66,1.02,20180816,amc,,252.03,126.0,1.585,2---2,Down
NVDA,180719,180817,P,250.0,10.072,1846,7355,1574,1.585,68.20,26.54,20180816,amc,,252.03,101.0,1.585,2---2,Down
NVS,180719,180720,C,80.0,1.069,10057,15493,-8718,-0.932,97.12,2.79,,,,80.8,101.0,0.932,1---1,Up
NVS,180719,180720,C,75.0,6.067,4,5621,-1020,-0.619,50.00,50.00,,,,80.8,108.0,0.932,1---1,Unknow
NVS,180719,181019,C,85.0,1.185,4761,830,4383,0.519,98.84,1.11,,,,80.8,95.0,0.932,1---1,Up
NXPI,180719,180720,P,102.0,1.48,2630,724,2059,0.305,14.14,85.44,20180731,amc,,103.54,102.0,3.777,1---2,Up
NXPI,180719,180727,P,100.0,5.853,682,2437,587,0.344,97.07,2.64,20180731,amc,,103.54,104.0,3.777,1---2,Down
NXPI,180719,180720,C,110.0,0.823,9210,27756,4369,0.359,59.64,37.83,20180731,amc,,103.54,94.0,3.777,1---2,Up
NXPI,180719,190118,P,105.0,11.163,508,40916,428,0.478,83.66,14.37,20180731,amc,,103.54,99.0,3.777,1---2,Down
NXPI,180719,180817,C,115.0,3.825,2557,41671,1352,0.517,70.04,21.74,20180731,amc,,103.54,90.0,3.777,1---2,Up
NXPI,180719,180727,C,120.0,1.999,5018,4643,2851,0.57,51.81,46.79,20180731,amc,,103.54,86.0,3.777,1---2,Up
NXPI,180719,180817,P,100.0,6.544,8710,38782,1436,0.94,26.65,69.29,20180731,amc,,103.54,104.0,3.777,1---2,Up
NXPI,180719,180817,P,105.0,9.257,4346,36102,2534,2.346,63.12,36.84,20180731,amc,,103.54,99.0,3.777,1---2,Down
NXPI,180719,180817,C,120.0,2.464,41025,31643,13141,3.237,87.35,12.53,20180731,amc,,103.54,86.0,3.777,1---2,Up
NXPI,180719,180817,P,95.0,4.065,11108,40786,9290,3.777,17.79,81.91,20180731,amc,,103.54,109.0,3.777,1---2,Up
OCN,180719,181019,C,3.5,1.054,100,7345,-3300,-0.348,14.00,0.00,20180726,bmo,,4.39,125.0,0.348,2---2,Up
OIH,180719,180720,P,27.0,1.312,5004,12817,-6586,-0.864,99.96,0.02,,,,25.63,95.0,0.864,1---2,Down
OIH,180719,180817,P,27.0,1.589,5022,1358,5016,0.797,99.56,0.40,,,,25.63,95.0,0.864,1---2,Down
OMC,180719,180817,C,72.5,0.817,9218,748,8928,0.73,97.72,2.20,20181015,bmo,,69.61,96.0,0.73,1---1,Up
PAGS,180719,180817,C,25.0,2.289,1754,20797,1699,0.389,97.55,2.45,20180831,bmo,,25.5,102.0,0.389,1---1,Up
PBR,180719,180817,P,12.0,1.457,5015,12676,3342,0.487,99.88,0.06,,,,10.77,90.0,0.9,1---2,Down
PBR,180719,181116,C,13.0,0.762,12037,5899,11804,0.9,99.78,0.11,,,,10.77,83.0,0.9,1---2,Up
PDCE,180719,180817,C,60.0,3.318,7095,31,2358,0.782,0.00,100.00,20180808,amc,,60.77,101.0,0.782,1---1,Down
PEP,180719,180921,C,120.0,1.239,10447,1688,9663,1.198,1.25,98.04,20181002,bmo,20180906.0,115.77,96.0,1.198,1---1,Down
PH,180719,181116,C,170.0,6.756,1507,124,1423,0.961,27.14,15.53,20180802,bmo,,165.08,97.0,0.961,1---1,Up
PII,180719,180817,P,120.0,3.79,1257,107,1251,0.474,99.76,0.24,20180725,bmo,,122.93,102.0,0.474,1---1,Down
PLCE,180719,180817,C,120.0,10.299,5024,2544,-2096,-2.159,50.02,49.98,20180807,bmo,,128.05,107.0,2.159,1---2,Up
PLCE,180719,180817,C,130.0,5.239,6542,27,3418,1.791,99.43,0.54,20180807,bmo,,128.05,99.0,2.159,1---2,Up
PLNT,180719,180817,C,50.0,2.234,1778,6292,1377,0.308,25.53,74.24,,,,48.76,98.0,1.636,2---2,Down
PLNT,180719,180817,C,55.0,0.788,6061,5442,4839,0.381,0.81,16.70,,,,48.76,89.0,1.636,2---2,Down
PLNT,180719,180817,P,45.0,1.162,10078,10357,10084,1.172,0.16,99.84,,,,48.76,108.0,1.636,2---2,Up
PLNT,180719,180817,P,50.0,3.352,6121,5605,4880,1.636,17.06,0.25,,,,48.76,98.0,1.636,2---2,Down
PM,180719,180817,C,85.0,0.299,11340,3274,10794,0.323,7.18,91.17,20180719,bmo,,80.9,95.0,0.323,2---2,Down
PSX,180719,190118,C,110.0,7.2,1007,735,1007,0.725,0.70,99.30,20180727,bmo,20180820.0,110.9,101.0,0.725,1---1,Down
PYPL,180719,190118,C,95.0,4.15,1007,6183,840,0.349,0.00,100.00,20180725,amc,,87.38,92.0,0.349,1---1,Down
PZZA,180719,180817,P,55.0,3.945,1008,2156,-766,-0.302,0.20,99.80,20180730,amc,,51.0,93.0,2.054,1---2,Up
PZZA,180719,181019,C,55.0,2.74,7546,289,7498,2.054,99.56,0.44,20180730,amc,,51.0,93.0,2.054,1---2,Up
QCOM,180719,180720,C,57.5,1.964,10525,24269,-5102,-1.002,92.42,6.07,20180725,amc,20180904.0,59.31,103.0,1.002,2---2,Up
QCOM,180719,180727,C,60.0,1.33,3819,8925,2750,0.366,71.22,18.59,20180725,amc,20180904.0,59.31,99.0,1.002,2---2,Up
ROKU,180719,180817,C,50.0,4.119,694,12781,-8869,-3.653,28.53,57.64,20180808,amc,,49.79,100.0,3.653,1---2,Down
ROKU,180719,180817,P,50.0,4.029,177,9397,-8458,-3.408,68.93,17.51,20180808,amc,,49.79,100.0,3.653,1---2,Down
ROKU,180719,180720,C,40.0,10.036,64,4146,-364,-0.365,15.63,84.38,20180808,amc,,49.79,124.0,3.653,1---2,Down
ROKU,180719,180720,C,36.0,13.941,68,1149,-236,-0.329,69.12,29.41,20180808,amc,,49.79,138.0,3.653,1---2,Up
ROKU,180719,190118,C,50.0,8.506,368,1144,367,0.312,93.21,6.79,20180808,amc,,49.79,100.0,3.653,1---2,Up
SBGI,180719,181221,P,26.0,2.728,8782,10887,-1774,-0.484,99.37,0.63,20180808,bmo,,26.3,101.0,0.484,2---2,Down
SEDG,180719,180817,C,55.0,3.477,1028,1622,1007,0.35,1.46,97.57,,,,54.3,99.0,0.441,1---1,Down
SEDG,180719,180817,P,55.0,4.537,1023,255,973,0.441,1.66,98.34,,,,54.3,99.0,0.441,1---1,Up
SGEN,180719,181221,C,70.0,6.876,524,289,516,0.355,99.81,0.19,20180726,amc,,70.52,101.0,0.355,1---1,Up
SHOP,180719,181019,C,185.0,9.698,359,235,358,0.347,2.23,97.77,,,,171.75,93.0,0.347,2---2,Down
SIX,180719,180817,P,65.0,0.625,5010,61,4985,0.312,0.00,100.00,20180725,bmo,,71.01,109.0,0.794,1---1,Up
SIX,180719,180817,C,75.0,0.838,5017,33,5006,0.419,0.34,0.00,20180725,bmo,,71.01,95.0,0.794,1---1,Up
SIX,180719,180817,C,72.5,1.64,5007,211,4840,0.794,0.00,0.14,20180725,bmo,,71.01,98.0,0.794,1---1,Down
SKT,180719,180817,P,25.0,1.828,2008,199,1840,0.336,100.00,0.00,20180731,amc,20180730.0,23.73,95.0,0.336,1---1,Down
SKX,180719,180720,C,32.0,2.616,4324,5287,-2050,-0.536,17.67,79.09,20180719,amc,,33.25,104.0,0.857,1---2,Down
SKX,180719,180720,C,33.5,2.185,2561,250,2276,0.497,27.84,70.32,20180719,amc,,33.25,99.0,0.857,1---2,Down
SKX,180719,181019,C,33.0,3.769,1618,224,1452,0.547,12.48,15.57,20180719,amc,,33.25,101.0,0.857,1---2,Down
SKX,180719,180720,C,35.5,1.429,5868,2351,5563,0.795,62.08,30.93,20180719,amc,,33.25,94.0,0.857,1---2,Up
SKX,180719,180817,C,34.0,2.26,4850,954,3794,0.857,94.35,4.14,20180719,amc,,33.25,98.0,0.857,1---2,Up
SLB,180719,180817,P,70.0,3.649,867,1984,825,0.301,1.27,6.34,20180720,bmo,,66.92,96.0,0.361,1---1,Up
SLB,180719,180817,C,70.0,0.77,7426,10525,4689,0.361,43.82,31.62,20180720,bmo,,66.92,96.0,0.361,1---1,Up
SMH,180719,180720,P,110.0,3.336,80,6103,-2643,-0.882,42.50,57.50,,,,106.77,97.0,0.882,2---2,Up
SNAP,180719,180817,P,15.0,2.151,8102,9523,-7033,-1.513,1.76,97.78,20180807,amc,,13.43,90.0,1.513,1---2,Up
SNE,180719,180817,C,55.0,1.047,3544,834,3349,0.351,93.99,5.73,,,,52.63,96.0,0.351,1---1,Up
SPB,180719,180720,P,85.0,7.375,400,851,-432,-0.319,0.00,100.00,20180726,bmo,,77.4,91.0,0.319,2---2,Up
SPG,180719,180720,C,165.0,7.97,1315,6037,-1158,-0.923,99.85,0.08,20180730,bmo,,173.96,105.0,0.923,1---1,Up
SPG,180719,180817,C,175.0,2.872,1212,450,1199,0.344,1.57,97.52,20180730,bmo,,173.96,99.0,0.923,1---1,Down
SQ,180719,180720,C,60.0,10.504,1326,9466,-920,-0.966,21.87,66.29,20180731,amc,,70.32,117.0,1.7,1---2,Down
SQ,180719,190118,C,60.0,15.257,587,6665,-209,-0.319,86.54,8.69,20180731,amc,,70.32,117.0,1.7,1---2,Up
SQ,180719,180727,P,70.0,1.413,6178,67,2758,0.39,48.51,50.55,20180731,amc,,70.32,100.0,1.7,1---2,Up
SQ,180719,200117,C,40.0,34.683,118,1277,118,0.409,86.44,13.56,20180731,amc,,70.32,176.0,1.7,1---2,Up
SQ,180719,180817,P,70.0,3.595,5685,12734,4728,1.7,80.26,10.26,20180731,amc,,70.32,100.0,1.7,1---2,Down
SVU,180719,180817,C,21.0,1.9,2976,980,2913,0.553,0.10,99.90,20180726,amc,,21.43,102.0,0.553,1---1,Down
SWK,180719,180727,C,137.0,4.316,1270,1284,-1195,-0.516,1.10,98.74,20180720,bmo,,139.65,102.0,0.772,1---1,Down
SWK,180719,180727,C,139.0,3.641,1800,5,1254,0.457,84.56,9.17,20180720,bmo,,139.65,100.0,0.772,1---1,Up
SWK,180719,180720,P,137.0,2.191,4418,276,3524,0.772,99.34,0.54,20180720,bmo,,139.65,102.0,0.772,1---1,Down
SWKS,180719,181116,C,85.0,19.445,298,47,291,0.566,8.39,75.17,20180719,amc,,102.48,121.0,0.566,1---1,Down
T,180719,190118,C,30.0,2.476,2188,11509,1981,0.49,46.94,40.04,20180724,amc,,31.27,104.0,1.732,1---2,Up
T,180719,180817,C,32.0,0.52,12809,17767,11951,0.621,71.00,25.62,20180724,amc,,31.27,98.0,1.732,1---2,Up
T,180719,190621,C,35.0,0.932,10790,14891,10577,0.985,1.60,5.30,20180724,amc,,31.27,89.0,1.732,1---2,Down
T,180719,190621,P,30.0,1.906,10917,12792,9086,1.732,99.17,0.51,20180724,amc,,31.27,104.0,1.732,1---2,Down
TDOC,180719,180720,C,55.0,15.354,126,521,-211,-0.324,80.16,19.84,20180801,amc,,70.4,128.0,0.324,1---1,Up
TER,180719,180817,C,35.0,5.496,1790,3,1747,0.96,59.05,40.95,20180724,amc,,40.03,114.0,0.96,1---1,Up
TEVA,180719,190118,P,22.5,2.176,3170,27796,3091,0.673,5.36,94.64,,,,23.06,102.0,0.673,1---1,Up
THO,180719,180817,C,105.0,3.194,2583,679,2482,0.793,97.87,1.78,20180925,amc,,103.27,98.0,0.793,1---1,Up
TLRD,180719,180720,P,30.0,6.83,1020,1989,-697,-0.476,2.65,97.35,,,20180917.0,23.33,78.0,0.476,1---1,Up
TMUS,180719,180817,C,57.5,3.153,172,6826,-1742,-0.549,4.07,95.93,20180720,amc,,59.41,103.0,0.549,1---2,Down
TNDM,180719,180720,C,22.5,4.088,34,851,-741,-0.303,52.94,47.06,20180730,amc,,26.61,118.0,0.303,2---2,Up
TPX,180719,180921,C,52.5,4.77,1626,3235,-1525,-0.727,0.06,99.94,20180726,bmo,,54.24,103.0,0.997,2---2,Down
TPX,180719,180817,P,47.5,1.155,3512,4569,-2911,-0.336,0.00,0.34,20180726,bmo,,54.24,114.0,0.997,2---2,Up
TPX,180719,180817,P,50.0,2.007,3552,4235,3446,0.691,98.59,1.30,20180726,bmo,,54.24,108.0,0.997,2---2,Down
TPX,180719,181221,C,55.0,5.698,1750,2076,1750,0.997,100.00,0.00,20180726,bmo,,54.24,99.0,0.997,2---2,Up
TRN,180719,181019,P,34.0,1.2,3309,91,3309,0.397,0.15,0.00,20180725,amc,,35.85,105.0,0.397,1---1,Down
TSCO,180719,180817,P,80.0,3.723,2047,4223,1830,0.681,69.71,18.47,20180726,bmo,,79.42,99.0,0.681,1---1,Down
TSLA,180719,180720,P,360.0,41.385,72,2393,-473,-1.958,37.50,62.50,20180801,amc,,320.23,89.0,2.422,2---2,Up
TSLA,180719,180720,P,365.0,44.808,27,542,-305,-1.367,29.63,70.37,20180801,amc,,320.23,88.0,2.422,2---2,Up
TSLA,180719,180720,P,370.0,50.751,23,538,-204,-1.035,8.70,82.61,20180801,amc,,320.23,87.0,2.422,2---2,Up
TSLA,180719,180720,P,355.0,37.394,22,826,-163,-0.61,40.91,31.82,20180801,amc,,320.23,90.0,2.422,2---2,Down
TSLA,180719,180720,P,380.0,63.465,10,267,-88,-0.558,20.00,0.00,20180801,amc,,320.23,84.0,2.422,2---2,Down
TSLA,180719,180817,C,350.0,8.042,547,5345,-622,-0.5,23.58,72.39,20180801,amc,,320.23,91.0,2.422,2---2,Down
TSLA,180719,180720,C,260.0,62.753,151,313,-69,-0.433,100.00,0.00,20180801,amc,,320.23,123.0,2.422,2---2,Up
TSLA,180719,180720,C,280.0,38.348,36,838,-110,-0.422,16.67,75.00,20180801,amc,,320.23,114.0,2.422,2---2,Down
TSLA,180719,180720,C,285.0,32.5,238,962,-129,-0.419,3.36,96.64,20180801,amc,,320.23,112.0,2.422,2---2,Down
TSLA,180719,180720,P,347.5,27.82,15,466,-140,-0.389,80.00,20.00,20180801,amc,,320.23,92.0,2.422,2---2,Down
TSLA,180719,180727,C,317.5,9.17,769,170,347,0.318,27.70,70.22,20180801,amc,,320.23,101.0,2.422,2---2,Down
TSLA,180719,180727,P,300.0,2.781,2583,2245,1163,0.323,62.41,35.27,20180801,amc,,320.23,107.0,2.422,2---2,Down
TSLA,180719,180727,P,315.0,7.728,1436,532,569,0.44,38.79,57.94,20180801,amc,,320.23,102.0,2.422,2---2,Up
TSLA,180719,180817,C,315.0,21.47,418,1360,210,0.451,73.44,20.57,20180801,amc,,320.23,102.0,2.422,2---2,Up
TSLA,180719,180817,P,315.0,18.026,553,2181,265,0.478,76.85,21.70,20180801,amc,,320.23,102.0,2.422,2---2,Down
TSLA,180719,190118,C,380.0,20.792,238,4163,233,0.484,43.70,56.30,20180801,amc,,320.23,84.0,2.422,2---2,Down
TSLA,180719,190118,C,370.0,23.311,230,2835,230,0.536,43.48,16.52,20180801,amc,,320.23,87.0,2.422,2---2,Up
TSLA,180719,190315,C,380.0,26.819,210,1060,210,0.563,3.33,95.24,20180801,amc,,320.23,84.0,2.422,2---2,Down
TSLA,180719,180817,C,285.0,40.019,168,242,144,0.576,93.45,6.55,20180801,amc,,320.23,112.0,2.422,2---2,Up
TSLA,180719,190315,C,370.0,29.772,210,1417,210,0.625,0.00,100.00,20180801,amc,,320.23,87.0,2.422,2---2,Down
TSLA,180719,180817,C,260.0,62.763,154,276,135,0.847,100.00,0.00,20180801,amc,,320.23,123.0,2.422,2---2,Up
TSLA,180719,181019,C,320.0,30.326,353,563,331,1.004,3.68,96.32,20180801,amc,,320.23,100.0,2.422,2---2,Down
TSLA,180719,190621,P,250.0,33.65,501,993,301,1.013,99.80,0.20,20180801,amc,,320.23,128.0,2.422,2---2,Down
TSLA,180719,180817,C,320.0,19.017,1143,1928,644,1.225,31.41,58.88,20180801,amc,,320.23,100.0,2.422,2---2,Down
TSLA,180719,190621,C,400.0,32.25,500,760,488,1.574,100.00,0.00,20180801,amc,,320.23,80.0,2.422,2---2,Up
TSLA,180719,200117,P,270.0,54.793,312,3159,302,1.655,3.21,96.79,20180801,amc,,320.23,119.0,2.422,2---2,Up
TSLA,180719,200117,P,300.0,69.0,353,4304,351,2.422,0.28,99.72,20180801,amc,,320.23,107.0,2.422,2---2,Up
TTWO,180719,190118,C,130.0,12.319,1038,2787,909,1.12,91.33,8.38,20180802,amc,,127.41,98.0,1.12,2---2,Up
TWLO,180719,180803,P,62.0,1.746,3435,11,3000,0.524,99.85,0.12,20180806,amc,,62.88,101.0,0.524,1---1,Down
TWTR,180719,180720,C,36.0,7.53,102,19291,-1119,-0.843,53.92,11.76,20180727,bmo,,43.44,121.0,0.843,2---2,Up
TWTR,180719,180720,C,35.0,8.618,1081,8196,-869,-0.749,96.95,1.20,20180727,bmo,,43.44,124.0,0.843,2---2,Up
TWTR,180719,180720,C,37.0,6.512,1081,2580,-1020,-0.664,4.63,92.60,20180727,bmo,,43.44,117.0,0.843,2---2,Down
TWTR,180719,180720,C,33.0,10.544,13,1761,-452,-0.477,30.77,69.23,20180727,bmo,,43.44,132.0,0.843,2---2,Down
UAA,180719,200117,C,20.0,5.487,3436,1820,3436,1.885,100.00,0.00,20180726,bmo,,22.1,110.0,1.885,1---2,Up
UAL,180719,180720,C,70.0,10.43,42,2055,-309,-0.322,4.76,78.57,20181016,amc,,80.59,115.0,14.933,1---2,Down
UAL,180719,190118,C,70.0,13.601,279,8082,-236,-0.321,96.42,2.87,20181016,amc,,80.59,115.0,14.933,1---2,Up
UAL,180719,190118,C,95.0,1.74,2148,1118,1961,0.341,20.02,72.07,20181016,amc,,80.59,85.0,14.933,1---2,Down
UAL,180719,190118,C,82.5,5.472,1384,2013,854,0.467,13.01,86.99,20181016,amc,,80.59,98.0,14.933,1---2,Down
UAL,180719,190118,P,80.0,5.58,1654,810,1098,0.613,43.23,9.43,20181016,amc,,80.59,101.0,14.933,1---2,Down
UAL,180719,190118,C,80.0,6.817,23599,3485,21904,14.933,1.98,93.76,20181016,amc,,80.59,101.0,14.933,1---2,Down
UNH,180719,190621,C,260.0,17.75,291,187,227,0.403,75.60,24.40,20181015,bmo,,252.93,97.0,0.76,2---2,Up
UNH,180719,200117,C,260.0,26.659,285,2297,285,0.76,0.00,82.46,20181015,bmo,,252.93,97.0,0.76,2---2,Down
UNP,180719,190118,P,140.0,8.169,539,681,536,0.438,7.24,92.76,20180719,bmo,,140.41,100.0,0.438,1---2,Up
UPS,180719,180727,C,110.0,3.172,5839,5937,-3910,-1.24,76.19,23.33,20180725,bmo,,112.84,103.0,1.24,1---2,Up
UPS,180719,180727,C,113.0,1.646,6381,896,3363,0.553,87.26,8.81,20180725,bmo,,112.84,100.0,1.24,1---2,Up
V,180719,190118,C,150.0,4.418,919,2547,899,0.397,94.89,3.70,20180725,amc,,140.13,93.0,1.132,2---2,Up
V,180719,180817,C,150.0,0.517,20752,1153,11803,0.61,34.23,64.35,20180725,amc,,140.13,93.0,1.132,2---2,Down
V,180719,191220,C,150.0,12.191,587,619,581,0.708,38.50,61.50,20180725,amc,,140.13,93.0,1.132,2---2,Down
V,180719,180921,C,145.0,2.776,5823,12036,4076,1.132,18.86,76.47,20180725,amc,,140.13,97.0,1.132,2---2,Down
VMW,180719,180720,C,125.0,26.865,3,4153,-344,-0.924,33.33,66.67,20180822,amc,,152.0,122.0,0.924,1---1,Down
VMW,180719,180720,C,130.0,22.337,13,1590,-269,-0.601,7.69,92.31,20180822,amc,,152.0,117.0,0.924,1---1,Down
VNOM,180719,180720,C,30.0,1.6,47,8064,-2368,-0.379,4.26,95.74,20180730,amc,,31.75,106.0,0.379,1---1,Down
VRTX,180719,180720,C,165.0,14.462,622,1170,-264,-0.382,69.13,17.04,20180725,amc,,180.12,109.0,0.382,1---1,Up
W,180719,180817,P,115.0,5.242,2130,2871,-663,-0.348,12.02,87.93,20180802,bmo,,125.61,109.0,1.96,1---2,Up
W,180719,180817,P,125.0,9.183,2136,3085,2134,1.96,99.91,0.09,20180802,bmo,,125.61,100.0,1.96,1---2,Down
WB,180719,180720,P,95.0,7.536,37,939,-534,-0.402,67.57,5.41,20180807,bmo,,87.07,92.0,0.511,2---2,Down
